lng,lng
-1.931760,54.475067
0.357933,52.996907
-0.133227,50.811697
1.879916,49.766817
-3.423508,51.075062
-1.697173,54.059907
-0.214698,53.383655
1.469279,47.429133
-1.491384,54.340287
-1.042495,51.069637
3.728789,49.619766
0.282699,53.835893
-1.811299,52.062327
3.202570,52.765152
1.747342,51.547646
0.897664,46.837732
0.458087,52.371292
-1.104485,52.277492
-2.308842,54.664309
-0.231603,49.615464
-3.289072,51.391994
1.939123,50.375038
1.246820,48.341139
-0.409948,51.984793
0.161827,46.819590
2.172236,52.270634
-1.210318,52.356685
1.834308,49.820493
-1.515211,53.034518
-2.120293,54.486876
-0.054337,51.608872
-0.519909,50.575089
-1.529167,47.881528
4.208887,51.637534
-1.530150,50.457864
-0.350996,50.729336
-2.308156,54.721673
0.167629,52.614173
1.920667,48.994944
0.605845,52.021514
-0.611336,50.715176
-1.770240,49.578545
-0.747461,53.031092
-4.149329,51.734107
-2.542118,49.641478
1.244946,52.573872
-1.545112,49.287599
3.134909,51.995212
-2.194788,51.043633
-0.314491,52.357616
-1.558377,52.655427
0.928201,53.599839
1.090977,53.697612
0.552307,52.198718
-1.899045,51.446105
-1.509185,51.573288
-0.779478,54.339985
2.662674,52.578461
-3.583575,52.097336
2.434859,53.542418
1.185731,48.620372
-0.979199,51.735778
-2.383392,51.890148
-1.766202,53.216745
-0.417780,50.367237
-0.689381,53.593461
1.059999,48.761342
2.242232,53.228530
2.280846,50.994394
0.947019,54.468374
-1.185748,50.559889
0.012305,52.442703
3.707845,52.375260
0.655116,49.573677
2.672890,46.780374
1.910323,52.510016
0.221496,52.329873
-0.021282,49.482117
2.339405,53.170545
-2.263866,52.600623
1.539413,51.905845
3.739400,52.415870
-0.163628,52.935839
4.812987,51.042130
1.610949,51.725396
-3.275910,47.501874
-0.257712,50.068119
-2.490572,54.988048
-1.101826,52.037172
2.130314,50.634105
-0.829964,53.250718
-4.768814,52.063419
1.588678,52.600230
-2.641231,52.038347
0.113545,51.309319
0.463872,50.498642
-3.179162,53.353215
0.306885,49.386513
-0.920035,48.945307
2.200376,54.927678
-2.032402,50.315639
-1.941156,51.339247
-1.493379,52.818075
2.589595,50.184713
-1.117351,52.651999
2.614894,51.647302
-0.565592,49.422504
-1.933874,53.494336
2.204079,53.226571
-1.518136,50.235903
-1.492333,50.438090
-0.243222,51.485299
0.825028,52.261778
-2.319564,47.293715
2.839539,52.423473
3.423998,53.812440
-0.141216,55.849787
1.923162,51.025009
1.200349,54.380375
0.579872,49.829894
-2.413444,49.944676
6.347802,49.941478
-1.538045,50.136473
-0.512898,47.965304
2.248242,51.311657
3.358394,48.275802
1.254029,53.998489
-3.544445,50.850076
1.728727,50.810213
0.266434,51.200650
-1.209613,50.386120
0.855256,53.498069
-1.799627,53.440326
-4.497954,51.981353
0.370825,52.569061
1.726764,51.644330
-0.425116,54.064298
0.722636,54.111084
-3.217049,53.746653
-2.661434,51.144118
-0.700399,47.736849
-0.366874,53.149446
0.284260,49.344819
-0.566694,51.355620
-0.667359,54.391135
-1.490127,51.919983
-7.030614,50.861359
-0.647359,54.463222
-2.644631,53.156666
-2.725439,53.000163
2.984743,51.980515
0.388019,50.549979
2.845056,51.182791
0.091459,50.236346
-0.481021,52.505412
-1.522115,54.616675
3.830014,51.655548
-0.963712,54.923190
-1.836914,52.291266
-2.020847,50.652795
-1.141686,51.436554
-0.575148,49.729349
2.334055,54.809771
-1.007430,51.338457
1.586043,49.727433
0.804176,48.418045
1.364567,52.923457
0.012090,48.631053
-3.181446,57.178254
-2.484355,49.543158
-3.125281,50.287426
0.115908,50.623445
-0.931872,55.693696
-1.037871,49.698948
0.117202,53.755613
0.830668,52.586804
1.414154,51.900375
-3.091259,52.812296
3.334863,54.342320
-2.541108,50.398010
2.673132,53.422233
0.925986,50.225625
1.763163,54.228729
-3.320027,51.526221
0.134798,53.620125
-5.239992,52.276775
-1.746991,50.556503
-3.317043,53.222962
-2.648654,49.762813
0.147802,55.827240
-4.132513,51.766837
-1.561983,47.744854
-0.985757,50.552144
0.520596,49.497230
-0.932309,54.308033
2.266021,54.335975
1.923131,53.684246
-1.969937,48.399449
-0.553359,52.194849
2.273231,51.500584
3.581763,54.060098
1.296759,54.108429
2.352513,49.935734
-0.987610,56.002541
2.904712,52.381214
0.963106,46.997855
-2.479343,49.372583
-1.615456,51.318168
-4.280668,53.045561
0.526531,50.711589
0.344966,50.771359
3.304398,50.729023
2.221113,47.646545
-3.917212,52.470119
-0.142619,50.684129
0.272172,48.817775
1.022692,48.219617
0.940467,52.287599
2.868925,51.952189
0.309242,51.574491
-0.963474,52.452216
-0.958502,50.134273
2.042416,52.097956
-0.086362,51.989838
-2.478916,52.336818
-0.320711,53.897220
1.696166,51.276972
-0.894219,51.350280
-0.611836,52.731377
3.927673,48.017146
0.112614,52.616909
-1.482105,53.467344
0.095316,49.377729
-1.090156,52.095448
-0.298836,52.470607
-2.061625,47.914019
0.869029,54.353629
-0.213594,50.407617
-2.514900,50.923659
0.726803,51.688504
-0.899136,51.764439
2.813578,51.290450
-3.089337,50.283625
-2.667582,52.362496
0.628266,51.673233
1.192678,56.843163
2.504604,53.437558
-0.121260,50.277075
-1.415812,49.981059
-3.602240,51.532109
0.494424,52.381068
-1.106656,53.058241
0.946550,52.773374
-0.477993,50.974915
-2.792956,53.381769
-0.363530,52.371807
-0.492886,49.397570
-1.381082,51.381720
1.801170,49.475525
-1.016363,52.225975
1.356291,53.154464
-0.210578,51.678335
-1.283668,51.561283
2.075477,49.312287
-3.250585,53.615583
2.206354,53.524502
-0.564460,50.200525
-1.511920,46.982718
0.631767,54.212911
-1.394132,49.198224
1.382576,52.796028
-1.709948,53.505323
-0.868260,52.059313
0.601250,49.319126
0.976141,50.135817
-0.735020,53.665135
-4.361970,49.650220
0.586000,46.250093
1.255734,54.399149
0.270214,53.905635
-2.519679,54.211219
-1.238382,52.291291
-1.452284,49.138754
4.044547,51.993809
-0.498696,52.907603
-3.293553,50.727174
-0.320372,51.815521
2.909328,49.438694
0.300298,51.500749
5.001975,51.550374
-3.475410,50.202373
0.246346,51.499074
-3.631665,53.127373
-1.311352,52.575224
-0.828577,51.746928
-0.272781,50.790432
-5.044647,48.568077
2.016656,51.275361
0.054175,52.557994
0.703942,53.850323
0.874262,51.858424
2.667125,52.075715
1.558299,50.538517
-3.285703,50.642456
1.092894,48.360594
2.206391,50.796020
-1.131121,50.933303
-4.405449,51.300883
0.138222,51.677796
0.660316,53.142007
5.600688,50.942138
-0.925716,52.901457
-0.927069,50.827323
-0.552093,53.156112
-0.952043,52.170767
3.570688,53.872716
2.317548,48.558050
2.020262,49.946073
2.472096,52.233478
-2.595042,52.264564
-0.910973,55.487327
-1.013875,50.075192
-0.467588,50.496618
2.610686,54.287570
-1.421673,50.710267
-1.271674,50.483355
2.611673,49.939951
0.390202,53.324229
-2.333824,51.919989
-0.861261,53.119886
1.011898,51.229987
2.892400,47.947494
2.586626,53.365243
2.527427,53.488665
0.186308,49.443011
-0.033345,53.025448
0.015831,52.083875
1.443260,46.749081
0.607698,52.582288
3.878285,49.815960
2.288809,53.564222
1.829789,51.234813
0.054887,50.863731
1.918832,50.476329
2.356462,51.823684
-0.032615,49.546581
-3.543210,51.718532
-2.507553,51.309576
-2.091317,50.015531
1.490464,53.271714
-0.787664,51.841749
-1.757602,49.949001
-3.546128,53.978857
-2.041616,50.789774
-0.486459,51.906090
-2.547147,50.313023
-1.964609,51.362549
-1.189752,50.905328
-0.793030,49.508820
1.840613,48.898222
0.337052,52.944208
1.404811,52.620865
2.713837,49.286286
-3.230410,52.844710
0.692291,57.044830
-2.189821,53.675982
-0.610546,45.448487
3.217494,52.006479
-4.015729,54.964215
2.703195,52.052840
-1.162762,46.099068
1.921949,55.069338
0.706106,53.045356
-0.688953,50.934050
-2.568312,46.079403
-0.186879,54.360248
0.138629,53.269698
-0.121258,52.026942
2.990766,52.441686
1.634759,49.946048
1.512393,51.571106
0.870232,48.995006
-3.553193,54.601968
-0.643423,56.135220
0.330591,49.671851
-0.018239,49.024430
0.814367,50.978075
-1.995745,53.251065
-0.500173,50.344839
-3.775600,53.155499
1.692182,49.350780
-2.507156,50.716210
-3.146128,49.361763
-1.618606,53.263842
1.525911,48.575952
0.360211,49.117702
2.552866,49.887620
2.492113,53.432148
1.187759,53.603812
0.495592,50.720152
1.551708,52.893995
-1.279050,51.424816
0.092004,49.980021
1.483659,49.545545
-0.143655,49.007688
0.735521,52.265380
1.623839,50.855926
-0.786149,49.607142
0.641847,49.408878
-2.987696,51.137724
1.302065,52.432722
-0.069237,50.908472
-4.438963,49.897776
-0.657876,53.091060
0.288165,50.532266
-0.970786,50.048489
-1.736673,54.904485
0.032477,51.715275
0.317269,54.126504
-2.027747,49.450666
0.983481,47.885384
-0.458717,52.408937
0.795644,54.822286
0.489519,57.153385
3.963570,46.799383
-0.126913,51.530970
-0.121167,55.288437
0.595057,51.672474
0.589366,51.893581
1.062668,50.869502
-1.525566,52.907367
0.993522,54.777400
-1.016826,55.682713
-0.259264,52.176559
0.984186,50.749587
-4.762789,50.475260
1.113422,51.882905
-2.664667,54.576401
-0.968839,52.423206
-1.496093,50.692054
-4.836511,53.648703
0.712277,50.588639
0.346369,54.937098
-0.237360,52.216281
-0.715806,51.630008
-1.948353,52.747446
2.749592,53.549777
0.457126,51.540008
-0.333771,50.427266
1.358965,52.996751
2.454761,46.562105
-2.361226,51.849154
-2.369112,51.074602
-4.064900,53.245961
0.068420,48.501472
1.276332,53.005414
-2.432602,55.837370
1.221796,54.647308
2.115710,51.177593
1.530276,47.508109
-2.236907,53.821476
-0.178848,51.737933
-0.902217,51.891788
-1.208524,51.113737
2.760879,51.296498
1.307641,53.003610
-1.879788,52.895795
2.059210,51.140833
-0.182891,49.093856
1.240840,50.148226
-3.009367,50.792579
-0.548441,51.953292
1.777257,50.562455
-1.091843,51.247496
1.325786,55.053011
1.092252,52.483246
2.212415,54.530839
-0.617731,48.194666
-0.109752,54.015816
-0.670581,51.183108
0.283938,50.346012
-3.228851,50.191929
0.293273,55.041124
0.300078,49.229944
0.635510,51.572453
-0.834622,50.803499
2.827854,50.328278
0.068786,50.350985
0.352572,51.675828
2.063713,51.807342
-0.841168,51.793802
-0.512068,53.055978
1.838455,52.500335
1.617549,51.430085
2.718658,49.756631
3.797908,51.331492
2.402309,54.689941
4.514956,50.982623
-1.322950,52.380116
1.632665,52.628913
-0.478096,51.751241
0.871490,53.086034
-1.359477,52.187743
-0.672197,49.537051
-0.571184,49.331409
-2.543863,56.524157
-0.623391,46.593237
-2.646819,47.728043
-1.425430,49.393124
-1.593644,51.896764
-1.936856,49.798811
1.729031,51.936646
-1.990464,51.079585
0.548898,50.280572
-1.467629,48.977194
1.816207,55.806908
-1.387889,50.788544
1.465352,55.431386
1.987123,48.773448
-0.956905,53.251677
0.005490,50.845807
0.521263,49.074203
2.329830,54.276190
0.500825,55.043718
-1.629673,50.189277
-1.990577,52.952375
-1.670904,52.006680
-1.574770,52.103176
0.977045,53.994614
1.551573,51.481836
-0.024783,50.882654
0.881128,48.286028
1.516615,52.364999
3.265273,50.453477
5.334654,51.484423
-3.266078,52.027183
0.909354,52.975765
-0.585547,53.550685
0.933392,51.914218
-2.331180,50.204186
-0.299972,51.533944
3.704144,49.376248
0.287108,51.295614
-0.019966,51.242678
-3.426686,47.833746
3.384164,52.191582
-2.563095,50.637599
-1.945459,56.783612
-2.787923,52.121650
-0.522176,54.125301
-2.040035,49.462876
2.081045,50.950068
-1.070863,53.437816
-0.925064,50.245974
-1.717383,53.107163
0.998488,50.037199
-0.364102,52.522867
-0.787870,52.595180
-5.723682,49.293299
0.368463,49.859725
-0.530941,59.172853
0.566925,50.741082
-2.071338,51.740641
0.148709,52.623192
0.933304,51.916477
-1.701375,49.985741
-3.681126,50.829502
-0.339210,54.531334
-2.002797,50.787626
-0.670393,52.592257
-5.260606,50.202880
-0.876770,53.566455
2.286824,52.683248
2.580092,50.207646
-2.490607,51.460167
-0.500496,49.898081
2.613642,48.540661
-3.276627,51.413818
-0.353139,52.768051
4.277188,50.089031
-0.226274,51.160394
-3.208764,51.261511
-0.715857,54.873999
-2.884168,50.912692
-1.862889,50.501330
-0.478889,48.034472
0.018898,51.201430
0.540654,49.829941
-0.226860,52.587870
1.078079,54.623625
-2.271895,54.029139
-2.192007,52.399804
0.936972,52.277372
-1.669240,48.146832
-1.896974,50.481654
3.177227,49.713829
-1.098548,54.347975
-2.055678,51.693108
0.318117,53.189503
1.502276,48.919940
-0.920381,53.286372
-2.631476,50.167930
-5.284119,48.984710
-0.338024,52.954838
-0.037566,53.572345
0.250049,50.257994
-5.720510,49.746571
1.311509,52.003245
1.391857,52.733654
0.595875,49.466247
2.739574,50.580036
3.383612,55.459400
2.095416,50.211191
-0.136153,49.828712
-0.727626,51.980728
-1.254690,53.081336
-0.640489,49.746499
0.309001,49.919603
2.615259,54.845189
1.516293,46.210470
1.751030,49.189725
-1.137596,53.071843
-1.264044,50.117166
-2.922458,51.061105
0.100959,50.685898
-4.383748,49.326665
1.484685,53.487749
-0.769026,52.069383
-1.798631,55.101649
-0.251470,52.700495
-2.591706,54.964810
0.717367,52.880128
2.049000,52.874557
1.900842,52.796790
0.353108,51.070515
4.249584,54.820083
-0.332095,49.327917
0.126800,50.710246
1.637361,54.577133
4.237073,50.417844
-1.669729,53.630149
-1.080844,49.987501
-1.919324,48.433778
3.278031,49.681244
3.779380,52.485836
1.728334,50.705515
-3.074319,47.974271
1.493068,51.899708
0.912631,51.665826
4.402722,47.395872
1.429711,50.779340
-3.220716,52.355640
4.418535,56.479844
-2.122481,54.459003
-0.262309,52.686145
-0.481237,53.459033
-2.254985,49.358388
1.284306,50.924901
-1.985649,53.186602
1.224715,48.365478
-0.172110,50.692688
-0.429148,50.995578
1.513776,52.491535
1.005432,50.341722
2.439470,50.076788
1.543897,50.004841
2.648404,52.506351
-1.190089,53.548677
0.376146,48.140655
0.771254,52.833461
-1.203779,47.486307
-0.843552,55.002654
-0.253848,53.306001
-0.048148,54.257532
-1.310153,52.268337
1.611405,54.955888
0.540583,53.267288
0.448768,50.502647
1.465979,48.439283
-3.877738,53.466313
-3.347213,50.339632
1.336032,53.893746
1.636766,51.140886
-2.373313,51.561568
1.852861,51.866744
0.595776,52.094509
-1.264697,53.388879
-2.848458,50.729789
-0.007489,54.507985
-3.053897,52.617106
-1.386310,50.351469
0.684976,50.786658
-0.410328,50.005203
-0.898829,53.885520
1.068200,50.155684
-0.323408,51.130164
-1.996220,51.654819
2.252516,53.755462
1.698396,53.779941
0.857747,52.788555
5.229914,49.838272
3.241230,49.425360
1.785611,53.525599
0.950255,55.601059
-0.445448,50.711739
-1.311376,50.319515
4.010505,50.716445
-0.825280,50.438186
-1.518098,50.149617
-0.910899,50.734907
-0.013476,52.299080
0.043391,54.145431
-0.995508,58.113213
-1.691846,53.512359
2.335441,53.958147
4.814447,48.826708
1.491663,52.506689
1.926544,49.854455
0.335999,53.294910
-0.481370,54.439984
0.097695,52.516113
1.512819,52.213504
-2.470921,51.766876
0.387366,51.109640
2.487289,53.007357
-0.745509,48.285844
2.313463,50.024556
1.320062,54.193296
0.299575,51.365786
-3.510402,51.002220
-3.731317,49.120862
-1.766452,51.318644
0.125397,57.460627
-0.327912,51.407501
-2.104744,50.973274
2.679736,51.309841
-1.308017,53.072708
-0.465557,51.388903
1.532878,54.191394
3.260483,51.363651
0.581294,50.864120
-0.053227,54.684056
2.014902,52.029413
-1.072043,49.654895
1.568435,53.975347
0.549512,50.399290
-2.244951,49.215543
-0.643572,52.035825
-0.405548,51.491211
0.761040,49.640286
-3.389761,49.874550
1.725924,50.911380
2.139660,53.103354
-2.123370,56.308869
-3.248686,52.383704
-1.802694,50.579052
-0.614533,52.568160
-0.991613,50.385430
-4.654795,51.032060
-0.117894,52.579573
1.475010,48.898733
-1.470743,54.437239
4.844438,52.987466
0.467034,54.740981
0.133280,47.605680
-5.170550,51.391117
-0.191640,53.484191
-3.881632,52.070581
-1.524022,49.256854
2.979029,54.923153
1.973184,53.779634
-1.392697,52.392136
2.156858,52.272845
1.306410,50.384621
1.157821,50.676417
1.617303,49.742938
0.582470,55.432628
